16,8675879,3532273,2757967
32,1577122,1858221,188730
64,194432,1713395,189870
128,182458,1729931,285091
256,295354,1711114,311319
512,307898,1741904,331846
1024,315311,2101688,252020
2048,247459,1403787,135703
4096,133423,1486463,144826
